ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
6448,Alonzo Carl Babers,M,23,191,65,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
6662,Andrzej Stanisaw Badeski,M,22,176,63,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,Gold
6876,Laimut Baikauskait,F,33,165,53,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 1,500 metres",Bronze
6878,Margaret Ann Bailes (Johnson-),F,18,173,60,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
6881,Angela Bailey,F,29,160,51,Kenya,KEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
7143,Iolanda Bala (-Ster),F,28,188,122,Belgium,BEL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's High Jump,Silver
7430,Clicien Alexandre Roger Bambuck,M,23,158,70,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
7605,Kirk Renaud Baptiste,M,23,187,74,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,Bronze
7968,Eric Randolph "Randy" Barnes,M,23,198,127,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,Bronze
8058,Pascal Barr,M,22,177,61,Canada,CAN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
8059,Patrick Barr,M,22,175,58,Canada,CAN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
8385,Aleksandr Georgiyevich Baryshnikov,M,28,201,125,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,Gold
8385,Aleksandr Georgiyevich Baryshnikov,M,32,201,125,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,Bronze
8752,Dieter Baumann,M,30,181,57,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",Bronze
8789,Frank Baumgartl,M,22,179,56,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
8794,Hans-Peter Baumgartner,M,24,193,66,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,Bronze
8828,Daniel Bautista Rocha,M,24,173,63,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 20 kilometres Walk,Silver
8900,Filbert Bayi Sanka,M,28,186,54,Morocco,MAR,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
9026,Robert "Bob" Beamon,M,23,194,65,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Silver
9185,Volker Beck,M,25,194,77,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres Hurdles,Silver
9185,Volker Beck,M,25,194,77,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
9210,Marion Becker (Steiner-),F,27,170,58,Japan,JPN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Javelin Throw,Bronze
9343,Klaus Beer,M,26,179,69,Sweden,SWE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Bronze
9406,Anke Behmer (Vater-),F,28,177,57,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Gold
9422,Kerstin Behrendt,F,22,180,59,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
9634,Earl Holmes Bell,M,29,194,72,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Gold
9737,Alessandro "Sandro" Bellucci,M,30,173,51,Cote d'Ivoire,CIV,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 50 kilometres Walk,Gold
9998,Kurt Bendlin,M,31,181,86,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,Gold
10188,Todd Anthony Bennett,M,23,173,59,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
10198,Joan Benoit (-Samuelson),F,28,160,46,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Marathon,Silver
10689,Kent Bede Bernard,M,30,188,72,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
10907,Gilles Bertould,M,24,179,58,Canada,CAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
10966,Nadezhda Viktorovna Besfamilnaya,F,26,189,50,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
10973,Doina Ofelia Beliu-Melinte,F,28,174,54,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 800 metres,Silver
10973,Doina Ofelia Beliu-Melinte,F,28,174,54,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Women's 1,500 metres",Bronze
10996,Colette Besson (-Nogus),F,23,172,134,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 400 metres,Silver
11143,Udo Beyer,M,21,198,130,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,Silver
11143,Udo Beyer,M,25,198,130,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,Gold
11145,Uwe Beyer,M,20,194,103,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Hammer Throw,Gold
11380,Ivan Pavlovych Bieliaiev,M,,181,62,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,25,176,56,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,25,176,56,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Long Jump,Silver
11437,"Mary Denise Bignal-Rand (-Toomey, -Reese)",F,25,176,56,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Pentathlon,Bronze
11467,Abebe Bikila,M,33,180,52,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,Silver
11864,Amos Kipwabok Biwott,M,22,184,61,Tanzania,TAN,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver
11983,Lawrence Jeffery "Larry" Black,M,22,189,75,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,Bronze
11983,Lawrence Jeffery "Larry" Black,M,22,189,75,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
11986,Marilyn Mary Black (-Vassella),F,21,168,50,New Zealand,NZL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 200 metres,Gold
12039,Yordanka Blagoeva Ivanova,F,26,178,59,Italy,ITA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's High Jump,Bronze
12039,Yordanka Blagoeva Ivanova,F,30,178,59,Italy,ITA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's High Jump,Gold
12442,Lillian Barbara Board,F,20,171,55,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 400 metres,Bronze
12534,Nataliya Valeryevna Bochina,F,19,176,50,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 200 metres,Bronze
12534,Nataliya Valeryevna Bochina,F,19,176,50,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
12583,Inge Bdding (Eckhoff-),F,26,157,43,Japan,JPN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
12600,Carla Bodendorf (Rietig-),F,23,167,53,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
12629,Christine Bodner-Laser,F,26,182,63,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Pentathlon,Bronze
12882,Michael Kipsubut "Mike" Boit,M,24,183,63,Tanzania,TAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,Gold
12941,Jeanette Bolden,F,25,177,60,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
13071,Naftali Bon,M,24,180,56,Tanzania,TAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
13127,Anatoliy Pavlovych Bondarchuk,M,33,186,108,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Hammer Throw,Silver
13127,Anatoliy Pavlovych Bondarchuk,M,19,186,108,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Hammer Throw,Gold
13135,Olga Petrovna Bondarenko (Krentser-),F,29,157,42,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Women's 10,000 metres",Silver
13428,Gelindo Bordin,M,30,183,63,Cote d'Ivoire,CIV,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,Silver
13691,Valeriy Pylypovych Borzov,M,23,186,75,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,Silver
13691,Valeriy Pylypovych Borzov,M,23,186,75,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,Silver
13691,Valeriy Pylypovych Borzov,M,23,186,75,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
13691,Valeriy Pylypovych Borzov,M,27,186,75,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,Gold
13691,Valeriy Pylypovych Borzov,M,27,186,75,Spain,ESP,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
13797,Ralph Harold Boston,M,,190,,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,Bronze
13797,Ralph Harold Boston,M,30,190,107,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,Gold
14172,Moulay Brahim Boutayeb,M,22,174,55,Ireland,IRL,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",Silver
14302,Renate Boy-Garisch-Culmberger,F,26,178,93,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Shot Put,Bronze
14374,Raelene Ann Boyle,F,18,171,52,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 200 metres,Bronze
14374,Raelene Ann Boyle,F,22,171,52,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres,Bronze
14374,Raelene Ann Boyle,F,22,171,52,New Zealand,NZL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 200 metres,Bronze
14548,Lyudmila Ivanovna Bragina,F,30,168,52,Spain,ESP,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Women's 1,500 metres",Silver
14889,Christina Brehmer-Lathan,F,19,172,52,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 400 metres,Bronze
14889,Christina Brehmer-Lathan,F,19,172,52,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
14889,Christina Brehmer-Lathan,F,23,172,52,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 400 metres,Gold
14889,Christina Brehmer-Lathan,F,27,172,52,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
14990,Grit Breuer (-Springstein),F,22,171,58,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
15075,Hartmut Briesenick,M,24,194,111,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Shot Put,Gold
15097,Robbie Ian Brightwell,M,25,191,76,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
15151,Valerie Ann Brisco-Hooks,F,25,173,57,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 200 metres,Silver
15151,Valerie Ann Brisco-Hooks,F,25,173,57,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Silver
15151,Valerie Ann Brisco-Hooks,F,25,173,57,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
15151,Valerie Ann Brisco-Hooks,F,29,173,57,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
15463,Alice Regina Brown (-Harris),F,24,162,54,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres,Bronze
15463,Alice Regina Brown (-Harris),F,24,162,54,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
15463,Alice Regina Brown (-Harris),F,28,162,54,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
15473,Benjamin Gene "Benny" Brown,M,23,183,69,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
15546,"Judith Lynne ""Judi"" Brown (-King, -Clarke)",F,24,183,62,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres Hurdles,Bronze
15571,Philip Andrew "Phil" Brown,M,23,183,68,Czechoslovakia,TCH,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
15580,Ronald James "Ron" Brown,M,24,183,79,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
15669,Bjrn Richard "Ricky" Bruch,M,27,201,135,Poland,POL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,Gold
15730,Valery Nikolayevich Brumel,M,23,188,74,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,Silver
15896,Rosalyn Evette Bryant (-Clark),F,21,168,52,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
15907,Arto Kalervo Bryggare,M,27,197,83,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,Gold
15930,Viktor Arkadiyovych Bryzhin,M,27,184,74,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
15931,Olha Arkadivna Bryzhina (Vladykina-),F,26,174,58,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Silver
15931,Olha Arkadivna Bryzhina (Vladykina-),F,26,174,58,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
15975,Serhiy Nazarovych "Sergey" Bubka,M,25,186,75,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,Silver
16188,Valeria Bufanu-tefnescu,F,26,173,55,Belgium,BEL,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 100 metres Hurdles,Bronze
16209,Imrich Bugr,M,26,199,115,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,Bronze
16298,Galina Petrovna Bukharina,F,24,159,46,Spain,ESP,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
16437,Elliot John Bunney,M,22,186,80,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
16462,Viktor Volodymyrovych Burakov,M,26,185,68,Spain,ESP,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
16677,Howard McNeal Burnett,M,28,196,109,Norway,NOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
16807,Sabine Busch (-Ascui),F,26,180,61,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
16845,Gabriele "Gaby" Bumann,F,25,173,52,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
16973,James Aaron Butts,M,27,191,77,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Triple Jump,Bronze
17067,Tamara Vladimirovna Bykova,F,30,182,57,Spain,ESP,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's High Jump,Gold
17105,Galina Petrovna Bystrova (Dolzhenkova-),F,31,173,60,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's Pentathlon,Gold
17324,Maureen Caird (-Jones),F,18,168,47,New Zealand,NZL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,Silver
17476,Clarence H. Callender,M,27,182,70,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
17618,Bertland "Bert" Cameron,M,29,191,74,Norway,NOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
17750,Anthony Eugene "Tonie" Campbell,M,29,191,72,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,Gold
17976,Ernesto Canto Gudio,M,28,173,55,Netherlands,NED,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,Silver
18216,Jacques Carette,M,26,179,58,Canada,CAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
18290,John Wesley Carlos,M,,196,,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,Gold
18481,Henry William Carr,M,22,194,79,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,Silver
18481,Henry William Carr,M,22,194,79,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
18655,Michael D'Andrea "Mike" Carter,M,24,199,122,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Shot Put,Bronze
18683,"Edward Julius ""Ed"" Caruthers, Jr.",M,24,199,88,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,Bronze
18740,Alejandro Francisco Casaas Ramrez,M,23,191,74,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,Bronze
18740,Alejandro Francisco Casaas Ramrez,M,27,191,70,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Bronze
18842,Ollan Conley Cassell,M,28,188,70,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
19169,Warren Jay "Rex" Cawley,M,37,186,70,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,Silver
19625,"Marise Ann Millicent Chamberlain (-Stephen, -Schou)",F,29,172,50,Nigeria,NGR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 800 metres,Gold
19878,Michle Marie George Chardonnet (-Piasenta),F,28,179,55,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 100 metres Hurdles,Gold
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,26,168,53,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 400 metres,Bronze
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,26,168,53,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
20108,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,26,168,53,Bulgaria,BUL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
20347,Taisiya Filippovna Chenchik,F,29,169,49,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's High Jump,Gold
